Kingdom	Phylum	Class	Order	Family	Genus	A1	A2	A3	A7	A8	A9
1044	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	0	0	0	35	0	0
1045	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	0	0	0	35	0	0
1046	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Rummeliibacillus	0	0	0	35	0	0
1047	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	0	0	0	35	0	0
1048	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	NA	0	0	0	35	0	0
1049	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	NA	0	0	0	23	12	0
1050	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	0	0	0	21	0	14
1051	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	0	0	0	19	0	16
1052	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	0	0	0	0	35	0
1053	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	0	0	34	0	0	0
1054	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	0	0	0	34	0	0
1055	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	NA	0	0	0	34	0	0
1056	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfitobacterium	0	0	0	27	7	0
1057	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	0	0	0	24	0	10
1058	Bacteria	Planctomycetota	Pla4 lineage	NA	NA	NA	0	0	0	19	7	8
1059	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	0	0	0	0	0	34
1060	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	0	0	0	0	0	34
1061	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera	33	0	0	0	0	0
1062	Bacteria	NA	NA	NA	NA	NA	13	0	20	0	0	0
1063	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	0	33	0	0	0	0
1064	Bacteria	Chloroflexi	AD3	NA	NA	NA	0	0	33	0	0	0
1065	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Puia	0	0	0	33	0	0
1066	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	0	0	0	33	0	0
1067	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	0	0	0	33	0	0
1068	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA	0	0	0	33	0	0
1069	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus	0	0	0	33	0	0
1070	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	0	0	0	24	0	9
1071	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Heliobacteriaceae	NA	0	0	0	21	0	12
1072	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	0	0	0	19	14	0
1073	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	16	7	10
1074	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	0	0	0	12	0	21
1075	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	0	0	0	0	33	0
1076	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	0	0	0	0	33	0
1077	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	0	33	0
1078	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	0	33	0
1079	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 17	NA	NA	0	0	0	0	16	17
1080	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA	0	0	0	0	0	33
1081	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	0	0	33
1082	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA	32	0	0	0	0	0
1083	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	0	32	0	0	0	0
1084	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA	0	0	32	0	0	0
1085	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	0	0	32	0	0	0
1086	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA	0	0	0	32	0	0
1087	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	0	0	0	32	0	0
1088	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Sphaerisporangium	0	0	0	32	0	0
1089	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	32	0	0
1090	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	32	0	0
1091	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	32	0	0
1092	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	21	0	11
1093	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	NA	NA	0	0	0	19	13	0
1094	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	0	0	0	18	0	14
1095	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Bounagaea	0	0	0	16	0	16
1096	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	0	0	0	0	32	0
1097	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	0	0	0	0	32	0
1098	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Rummeliibacillus	0	0	0	0	18	14
1099	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	0	0	0	0	14	18
1100	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	0	0	0	0	0	32
1101	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	0	0	0	0	0	32
1102	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA	0	0	0	0	0	32
1103	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	31	0	0	0	0	0
1104	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	31	0	0	0	0	0
1105	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	19	0	12	0	0	0
1106	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	0	31	0	0	0	0
1107	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Berkiella	0	31	0	0	0	0
1108	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1959-1	0	0	31	0	0	0
1109	Bacteria	Acidobacteriota	Subgroup 18	NA	NA	NA	0	0	0	31	0	0
1110	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	0	0	0	31	0	0
1111	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	0	0	0	31	0	0
1112	Bacteria	Elusimicrobiota	Lineage IIa	NA	NA	NA	0	0	0	31	0	0
1113	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	31	0	0
1114	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	0	0	0	31	0	0
1115	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Minicystis	0	0	0	31	0	0
1116	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA	0	0	0	22	0	9
1117	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	0	0	0	22	0	9
1118	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	NA	0	0	0	20	11	0
1119	Bacteria	Chloroflexi	Ktedonobacteria	B12-WMSP1	NA	NA	0	0	0	20	11	0
1120	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	19	0	12
1121	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	NA	0	0	0	19	0	12
1122	Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	Fonticella	0	0	0	16	15	0
1123	Bacteria	Myxococcota	Polyangia	mle1-27	NA	NA	0	0	0	14	0	17
1124	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	0	0	0	0	31	0
1125	Bacteria	Desulfobacterota	NA	NA	NA	NA	0	0	0	0	16	15
1126	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Chlamydiaceae	NA	30	0	0	0	0	0
1127	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	19	11	0	0	0	0
1128	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	ZOR0006	14	16	0	0	0	0
1129	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	0	30	0	0	0	0
1130	Archaea	Crenarchaeota	Nitrososphaeria	Group 1.1c	NA	NA	0	15	15	0	0	0
1131	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	8	10	0	0	12
1132	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	0	0	30	0	0	0
1133	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	0	0	30	0	0	0
1134	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	0	0	30	0	0	0
1135	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	0	0	0	30	0	0
1136	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	0	0	0	30	0	0
1137	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	0	0	0	30	0	0
1138	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	0	0	0	30	0	0
1139	Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA	0	0	0	19	0	11
1140	Bacteria	Firmicutes	Clostridia	Caldicoprobacterales	Caldicoprobacteraceae	Caldicoprobacter	0	0	0	16	0	14
1141	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA	0	0	0	15	0	15
1142	Bacteria	Chloroflexi	TK10	NA	NA	NA	0	0	0	15	6	9
1143	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA	0	0	0	0	30	0
1144	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	NA	0	0	0	0	0	30
1145	Bacteria	Chloroflexi	NA	NA	NA	NA	10	7	12	0	0	0
1146	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	NA	9	10	10	0	0	0
1147	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	29	0	0	0	0
1148	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	0	29	0	0	0	0
1149	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidicaldus	0	29	0	0	0	0
1150	Bacteria	Chloroflexi	AD3	NA	NA	NA	0	0	29	0	0	0
1151	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA	0	0	29	0	0	0
1152	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	0	0	29	0	0	0
1153	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	0	0	29	0	0	0
1154	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	mle1-7	0	0	0	29	0	0
1155	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	0	0	0	29	0	0
1156	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA	0	0	0	29	0	0
1157	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	0	0	0	29	0	0
1158	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	0	0	0	29	0	0
1159	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	0	0	0	29	0	0
1160	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	0	0	0	29	0	0
1161	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	0	0	0	29	0	0
1162	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	0	0	0	22	7	0
1163	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	0	0	0	15	0	14
1164	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	0	0	0	12	0	17
1165	Bacteria	Gemmatimonadota	S0134 terrestrial group	NA	NA	NA	0	0	0	12	0	17
1166	Bacteria	Firmicutes	Limnochordia	Hydrogenispora	NA	NA	0	0	0	10	0	19
1167	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	0	0	0	0	29	0
1168	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir1 lineage	0	0	0	0	29	0
1169	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Paucisalibacillus	0	0	0	0	0	29
1170	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	0	0	0	0	0	29
1171	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	0	0	0	0	0	29
1172	Bacteria	Myxococcota	bacteriap25	NA	NA	NA	0	0	0	0	0	29
1173	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	CPla-3 termite group	NA	0	0	0	0	0	29
1174	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	28	0	0	0	0	0
1175	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	28	0	0	0	0	0
1176	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	28	0	0	0	0	0
1177	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	9	0	19	0	0	0
1178	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	0	19	9	0	0	0
1179	Bacteria	WPS-2	NA	NA	NA	NA	0	13	15	0	0	0
1180	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	28	0	0	0
1181	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	0	0	0	28	0	0
1182	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	0	0	0	28	0	0
1183	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA	0	0	0	28	0	0
1184	Bacteria	Chloroflexi	SHA-26	NA	NA	NA	0	0	0	28	0	0
1185	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Ruminiclostridium	0	0	0	28	0	0
1186	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	0	0	0	16	12	0
1187	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0	0	0	13	0	15
1188	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	0	0	0	0	28	0
1189	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	0	0	28
1190	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	27	0	0	0	0	0
1191	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	27	0	0	0	0	0
1192	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	27	0	0	0	0	0
1193	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	G12-WMSP1	14	0	13	0	0	0
1194	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	0	12	15	0	0	0
1195	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	0	0	27	0	0	0
1196	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	27	0	0	0
1197	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidipila-Silvibacterium	0	0	27	0	0	0
1198	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA	0	0	0	27	0	0
1199	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	0	0	0	27	0	0
1200	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	0	0	0	27	0	0
1201	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA	0	0	0	27	0	0
1202	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	0	0	0	27	0	0
1203	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	27	0	0
1204	Bacteria	Acidobacteriota	Subgroup 5	NA	NA	NA	0	0	0	27	0	0
1205	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Intrasporangium	0	0	0	27	0	0
1206	Bacteria	Firmicutes	Limnochordia	Hydrogenispora	NA	NA	0	0	0	27	0	0
1207	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	0	0	0	27	0	0
1208	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	0	0	0	27	0	0
1209	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	NA	NA	0	0	0	18	9	0
1210	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA	0	0	0	17	0	10
1211	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	13	0	14
1212	Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA	0	0	0	13	0	14
1213	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	0	0	0	13	0	14
1214	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	0	0	0	11	0	16
1215	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	0	0	0	11	0	16
1216	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	0	0	0	9	6	12
1217	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group	NA	0	0	0	0	13	14
1218	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	NA	0	0	0	0	0	27
1219	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	0	0	0	0	0	27
1220	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	0	0	0	0	0	27
1221	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	AB1	NA	26	0	0	0	0	0
1222	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	26	0	0	0	0	0
1223	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Thermosporothrix	13	0	13	0	0	0
1224	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	NA	8	10	4	4	0	0
1225	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Edaphobacter	0	26	0	0	0	0
1226	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Incertae Sedis	0	0	26	0	0	0
1227	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA	0	0	26	0	0	0
1228	Bacteria	Proteobacteria	Gammaproteobacteria	JG36-TzT-191	NA	NA	0	0	0	26	0	0
1229	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	0	0	0	26	0	0
1230	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera	0	0	0	26	0	0
1231	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	0	0	0	26	0	0
1232	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	0	0	0	26	0	0
1233	Bacteria	Firmicutes	Clostridia	NA	NA	NA	0	0	0	26	0	0
1234	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	0	0	0	26	0	0
1235	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	0	0	0	26	0	0
1236	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	0	0	0	26	0	0
1237	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	0	0	0	17	0	9
1238	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	0	0	0	15	0	11
1239	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA	0	0	0	0	26	0
1240	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	0	0	0	0	0	26
1241	Bacteria	Chloroflexi	TK10	NA	NA	NA	0	0	0	0	0	26
1242	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	0	0	0	0	0	26
1243	Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	Fonticella	0	0	0	0	0	26
1244	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	0	0	26
1245	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Minicystis	0	0	0	0	0	26
1246	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	0	0	0	0	0	26
1247	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	0	0	0	0	0	26
1248	Bacteria	Proteobacteria	Gammaproteobacteria	KF-JG30-C25	NA	NA	25	0	0	0	0	0
1249	Archaea	Crenarchaeota	Nitrososphaeria	Group 1.1c	NA	NA	25	0	0	0	0	0
1250	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	25	0	0	0	0	0
1251	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	23	2	0	0	0	0
1252	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	17	0	8	0	0	0
1253	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	0	25	0	0	0	0
1254	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA	0	13	12	0	0	0
1255	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Thermosporothrix	0	0	25	0	0	0
1256	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA	0	0	25	0	0	0
1257	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	0	0	25	0	0	0
1258	Bacteria	Actinobacteriota	Actinobacteria	Catenulisporales	Actinospicaceae	Actinospica	0	0	25	0	0	0
1259	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 3	0	0	0	25	0	0
1260	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	0	0	0	25	0	0
1261	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	0	0	0	25	0	0
1262	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	0	0	0	25	0	0
1263	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	0	0	0	25	0	0
1264	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	NA	0	0	0	25	0	0
1265	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	NA	NA	0	0	0	25	0	0
1266	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	0	0	0	25	0	0
1267	Bacteria	MBNT15	NA	NA	NA	NA	0	0	0	25	0	0
1268	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	0	0	0	25	0	0
1269	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Zoogloea	0	0	0	17	0	8
1270	Bacteria	Firmicutes	Desulfotomaculia	Desulfotomaculales	Pelotomaculaceae	Pelotomaculum	0	0	0	17	0	8
1271	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	0	0	0	16	0	9
1272	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	0	0	0	13	6	6
1273	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	0	0	0	0	0	25
1274	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	24	0	0	0	0	0
1275	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Berkiella	24	0	0	0	0	0
1276	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA	12	0	12	0	0	0
1277	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	7	10	7	0	0	0
1278	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	0	24	0	0	0	0
1279	Bacteria	Chloroflexi	Ktedonobacteria	B12-WMSP1	NA	NA	0	24	0	0	0	0
1280	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	0	0	24	0	0	0
