Kingdom	Phylum	Class	Order	Family	Genus
ASV_1667	Bacteria	Latescibacterota	NA	NA	NA	NA
ASV_1668	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus
ASV_1669	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter
ASV_1670	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	mle1-7
ASV_1671	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter
ASV_1672	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	NA
ASV_1673	Bacteria	Planctomycetota	BD7-11	NA	NA	NA
ASV_1674	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	NA
ASV_1675	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_1676	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	NA
ASV_1677	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_1678	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	URHD0088	NA
ASV_1679	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA
ASV_1680	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV_1681	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA
ASV_1682	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Puia
ASV_1683	Bacteria	Myxococcota	Polyangia	Blfdi19	NA	NA
ASV_1684	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata
ASV_1685	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA
ASV_1686	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA
ASV_1687	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA
ASV_1688	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA
ASV_1689	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV_1690	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
ASV_1691	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Nordella
ASV_1692	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
ASV_1693	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_1694	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_1695	Bacteria	NA	NA	NA	NA	NA
ASV_1696	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea
ASV_1697	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
ASV_1698	Bacteria	Planctomycetota	Phycisphaerae	S-70	NA	NA
ASV_1699	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia
ASV_1700	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Incertae Sedis
ASV_1701	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	NA	NA
ASV_1702	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA
ASV_1703	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group	NA
ASV_1704	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
ASV_1705	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir1 lineage
ASV_1706	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
ASV_1707	Bacteria	Myxococcota	Polyangia	Blfdi19	NA	NA
ASV_1708	Bacteria	Elusimicrobiota	Endomicrobia	Endomicrobiales	Endomicrobiaceae	Endomicrobium
ASV_1709	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_1710	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera
ASV_1711	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	UTBCD1
ASV_1712	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_1713	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia
ASV_1714	Bacteria	Actinobacteriota	Actinobacteria	0319-7L14	NA	NA
ASV_1715	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA
ASV_1716	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA
ASV_1717	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA
ASV_1718	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella
ASV_1719	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_1720	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium
ASV_1721	Bacteria	WPS-2	NA	NA	NA	NA
ASV_1722	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
ASV_1723	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV_1724	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Ruminiclostridium
ASV_1725	Bacteria	Chloroflexi	Ktedonobacteria	B12-WMSP1	NA	NA
ASV_1726	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas
ASV_1727	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_1728	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Terrisporobacter
ASV_1729	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_1730	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter
ASV_1731	Bacteria	WS4	NA	NA	NA	NA
ASV_1732	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA
ASV_1733	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax
ASV_1734	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
ASV_1735	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	NA
ASV_1736	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA
ASV_1737	Bacteria	Armatimonadota	NA	NA	NA	NA
ASV_1738	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfitobacterium
ASV_1739	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA
ASV_1740	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13
ASV_1741	Bacteria	Myxococcota	Polyangia	mle1-27	NA	NA
ASV_1742	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Actinopolymorpha
ASV_1743	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Panacagrimonas
ASV_1744	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter
ASV_1745	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA
ASV_1746	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_1747	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV_1748	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Alkanibacter
ASV_1749	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group	NA
ASV_1750	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA
ASV_1751	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 13	NA	NA
ASV_1752	Bacteria	Firmicutes	Clostridia	Thermincolales	Thermincolaceae	Thermincola
ASV_1753	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	NA
ASV_1754	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella
ASV_1755	Bacteria	Elusimicrobiota	Lineage IIa	NA	NA	NA
ASV_1756	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07
ASV_1757	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia
ASV_1758	Bacteria	Chloroflexi	TK10	NA	NA	NA
ASV_1759	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia
ASV_1760	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter
ASV_1761	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_1762	Bacteria	WPS-2	NA	NA	NA	NA
ASV_1763	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter
ASV_1764	Bacteria	Chloroflexi	AD3	NA	NA	NA
ASV_1765	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_1766	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA
ASV_1767	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
ASV_1768	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_1769	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
ASV_1770	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea
ASV_1771	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes vadinHA17	NA
ASV_1772	Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	Syntrophomonas
ASV_1773	Bacteria	Myxococcota	Polyangia	Blfdi19	NA	NA
ASV_1774	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
ASV_1775	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula
ASV_1776	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA
ASV_1777	Bacteria	Chloroflexi	Ktedonobacteria	C0119	NA	NA
ASV_1778	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	NA	NA
ASV_1779	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA
ASV_1780	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	NA	NA
ASV_1781	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
ASV_1782	Archaea	Halobacterota	Methanocellia	Methanocellales	Methanocellaceae	Methanocella
ASV_1783	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_1784	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Pseudaminobacter
ASV_1785	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group	NA
ASV_1786	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_1787	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
ASV_1788	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
ASV_1789	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
ASV_1790	Bacteria	Planctomycetota	BD7-11	NA	NA	NA
ASV_1791	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
ASV_1792	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV_1793	Bacteria	Myxococcota	Polyangia	mle1-27	NA	NA
ASV_1794	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_1795	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_1796	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
ASV_1797	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA
ASV_1798	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_1799	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1921-2
ASV_1800	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ASV_1801	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA
ASV_1802	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA
ASV_1803	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_1804	Bacteria	Latescibacterota	NA	NA	NA	NA
ASV_1805	Bacteria	Verrucomicrobiota	Verrucomicrobiae	S-BQ2-57 soil group	NA	NA
ASV_1806	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_1807	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV_1808	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_1809	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	Vampirovibrionaceae	NA
ASV_1810	Bacteria	Myxococcota	bacteriap25	NA	NA	NA
ASV_1811	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methyloparacoccus
ASV_1812	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_1813	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_1814	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA
ASV_1815	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA
ASV_1816	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_1817	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	NA	NA
ASV_1818	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
ASV_1819	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
ASV_1820	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA
ASV_1821	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_1822	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_1823	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_1824	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosotaleales	Nitrosotaleaceae	Candidatus Nitrosotalea
ASV_1825	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_1826	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_1827	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA
ASV_1828	Bacteria	Myxococcota	Polyangia	mle1-27	NA	NA
ASV_1829	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA
ASV_1830	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	FCPS473
ASV_1831	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_1832	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_1833	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_1834	Bacteria	Myxococcota	Polyangia	Blfdi19	NA	NA
ASV_1835	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_1836	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA
ASV_1837	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV_1838	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes
ASV_1839	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA
ASV_1840	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA
ASV_1841	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group	NA
ASV_1842	Bacteria	Armatimonadota	NA	NA	NA	NA
ASV_1843	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA
ASV_1844	Bacteria	Chloroflexi	TK10	NA	NA	NA
ASV_1845	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Cavicella
ASV_1846	Bacteria	NB1-j	NA	NA	NA	NA
ASV_1847	Bacteria	Patescibacteria	CPR2	NA	NA	NA
ASV_1848	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Cellulosilyticum
ASV_1849	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum
ASV_1850	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA
ASV_1851	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_1852	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_1853	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA
ASV_1854	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Sedimentibacteraceae	Sedimentibacter
ASV_1855	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA
ASV_1856	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_1857	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA
ASV_1858	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA
ASV_1859	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus
ASV_1860	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfitobacterium
ASV_1861	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata
ASV_1862	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter
ASV_1863	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_1864	Bacteria	Myxococcota	Polyangia	Blfdi19	NA	NA
ASV_1865	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA
ASV_1866	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1921-2
ASV_1867	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_1868	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1
ASV_1869	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA
ASV_1870	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA
ASV_1871	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA
ASV_1872	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus
ASV_1873	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta
ASV_1874	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
ASV_1875	Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	NA	NA
ASV_1876	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_1877	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA
ASV_1878	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA
ASV_1879	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_1880	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_1881	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_1882	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
ASV_1883	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter
ASV_1884	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_1885	Bacteria	Acidobacteriota	Subgroup 22	NA	NA	NA
ASV_1886	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	NA	NA
ASV_1887	Bacteria	NA	NA	NA	NA	NA
ASV_1888	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_1889	Bacteria	Armatimonadota	NA	NA	NA	NA
ASV_1890	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1921-2
ASV_1891	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV_1892	Bacteria	WPS-2	NA	NA	NA	NA
ASV_1893	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	NA
ASV_1894	Bacteria	Chloroflexi	TK10	NA	NA	NA
ASV_1895	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_1896	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA
ASV_1897	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA
ASV_1898	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_1899	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter
ASV_1900	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Berkiella
ASV_1901	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	GWC2-45-44	NA
ASV_1902	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
ASV_1903	Bacteria	Firmicutes	Symbiobacteriia	Symbiobacteriales	Symbiobacteraceae	Symbiobacterium
ASV_1904	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV_1905	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_1906	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_1907	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1908	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 13	NA	NA
ASV_1909	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_1910	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA
ASV_1911	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 15	NA	NA
ASV_1912	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA
ASV_1913	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter
ASV_1914	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA
ASV_1915	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_1916	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1917	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1921-3
ASV_1918	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	NA
ASV_1919	Bacteria	MBNT15	NA	NA	NA	NA
ASV_1920	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_1921	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	NA	NA
ASV_1922	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
ASV_1923	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_1924	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Alkanibacter
ASV_1925	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
ASV_1926	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
ASV_1927	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV_1928	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA
ASV_1929	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	NA
ASV_1930	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
ASV_1931	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus
ASV_1932	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA
ASV_1933	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA
ASV_1934	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA
ASV_1935	Bacteria	Cyanobacteria	Sericytochromatia	NA	NA	NA
ASV_1936	Bacteria	Cyanobacteria	NA	NA	NA	NA
ASV_1937	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA
ASV_1938	Bacteria	Armatimonadota	DG-56	NA	NA	NA
ASV_1939	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA
ASV_1940	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora
ASV_1941	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	FFCH9454	NA
ASV_1942	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
ASV_1943	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Captivus
ASV_1944	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA
ASV_1945	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia
ASV_1946	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_1947	Bacteria	Chloroflexi	NLS2-31	NA	NA	NA
ASV_1948	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	NA
ASV_1949	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
